0.8407E+02 -.1676E+03 0.0000E+00   0.300352E+08     193.500000
0.8546E+02 -.2000E+03 0.0000E+00   0.300352E+08     193.500000
0.8591E+02 -.3253E+02 0.0000E+00   0.300352E+08     193.500000
0.8608E+02 -.1328E+03 0.0000E+00   0.300352E+08     193.500000
0.8998E+02 0.7926E+02 0.0000E+00   0.300352E+08     193.500000
0.9001E+02 0.5508E+02 0.0000E+00   0.300352E+08     193.500000
0.9024E+02 -.1496E+03 0.0000E+00   0.300352E+08     193.500000
0.9064E+02 0.1095E+03 0.0000E+00   0.300352E+08     193.500000
0.9165E+02 -.1837E+03 0.0000E+00   0.300352E+08     193.500000
0.9292E+02 -.1307E+02 0.0000E+00   0.300352E+08     193.500000
0.9485E+02 -.1166E+03 0.0000E+00   0.300352E+08     193.500000
0.9505E+02 -.5185E+02 0.0000E+00   0.300352E+08     193.500000
0.9766E+02 0.2000E+03 0.0000E+00   0.300352E+08     193.500000
0.1013E+03 0.1645E+03 0.0000E+00   0.300352E+08     193.500000
0.1037E+03 0.2900E+02 0.0000E+00   0.300352E+08     193.500000
0.1041E+03 0.1379E+03 0.0000E+00   0.300352E+08     193.500000
0.1042E+03 -.7699E+02 0.0000E+00   0.300352E+08     193.500000
0.1093E+03 -.1668E+03 0.0000E+00   0.300352E+08     193.500000
0.1128E+03 -.1048E+03 0.0000E+00   0.300352E+08     193.500000
0.1135E+03 -.2888E+02 0.0000E+00   0.300352E+08     193.500000
0.1149E+03 -.2000E+03 0.0000E+00   0.300352E+08     193.500000
0.1161E+03 0.6052E+02 0.0000E+00   0.300352E+08     193.500000
0.1164E+03 0.8975E+02 0.0000E+00   0.300352E+08     193.500000
0.1183E+03 0.2664E+01 0.0000E+00   0.300352E+08     193.500000
0.1222E+03 -.1375E+03 0.0000E+00   0.300352E+08     193.500000
0.1255E+03 -.5450E+02 0.0000E+00   0.300352E+08     193.500000
0.1288E+03 -.8347E+02 0.0000E+00   0.300352E+08     193.500000
0.1313E+03 0.1168E+03 0.0000E+00   0.300352E+08     193.500000
0.1315E+03 -.1706E+03 0.0000E+00   0.300352E+08     193.500000
0.1342E+03 0.3822E+02 0.0000E+00   0.300352E+08     193.500000
0.1366E+03 0.1603E+03 0.0000E+00   0.300352E+08     193.500000
0.1422E+03 0.2000E+03 0.0000E+00   0.300352E+08     193.500000
0.1442E+03 -.1106E+03 0.0000E+00   0.300352E+08     193.500000
0.1470E+03 0.6959E+01 0.0000E+00   0.300352E+08     193.500000
0.1475E+03 -.3081E+02 0.0000E+00   0.300352E+08     193.500000
0.1482E+03 0.7628E+02 0.0000E+00   0.300352E+08     193.500000
0.1505E+03 -.2000E+03 0.0000E+00   0.300352E+08     193.500000
0.1533E+03 -.1477E+03 0.0000E+00   0.300352E+08     193.500000
0.1535E+03 -.7136E+02 0.0000E+00   0.300352E+08     193.500000
0.1632E+03 0.1161E+03 0.0000E+00   0.300352E+08     193.500000
0.1671E+03 0.3454E+02 0.0000E+00   0.300352E+08     193.500000
0.1714E+03 -.9338E+01 0.0000E+00   0.300352E+08     193.500000
0.1723E+03 -.1067E+03 0.0000E+00   0.300352E+08     193.500000
0.1738E+03 0.1578E+03 0.0000E+00   0.300352E+08     193.500000
0.1802E+03 -.1542E+03 0.0000E+00   0.300352E+08     193.500000
0.1806E+03 -.5593E+02 0.0000E+00   0.300352E+08     193.500000
0.1807E+03 0.6896E+02 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 -.2000E+03 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 -.1542E+03 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 -.1000E+03 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 -.5593E+02 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 0.0000E+00 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 0.3454E+02 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 0.6896E+02 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 0.1000E+03 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 0.1578E+03 0.0000E+00   0.300352E+08     193.500000
0.2000E+03 0.2000E+03 0.0000E+00   0.300352E+08     193.500000
-.1225E-13 -.2000E+03 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 -.1000E+03 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 0.0000E+00 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 0.1000E+03 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 0.2000E+03 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 -.1353E+03 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 -.4578E+02 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 0.5157E+02 0.2000E+03   0.300352E+08     187.500000
-.1225E-13 0.1527E+03 0.2000E+03   0.300352E+08     187.500000
-.1111E-13 0.5157E+02 0.1815E+03   0.300352E+08     188.055000
-.1103E-13 -.1353E+03 0.1801E+03   0.300352E+08     188.097000
-.1099E-13 -.4578E+02 0.1794E+03   0.300352E+08     188.118000
-.1094E-13 0.1527E+03 0.1787E+03   0.300352E+08     188.139000
-.1060E-13 0.9923E+02 0.1731E+03   0.300352E+08     188.307000
-.1048E-13 0.2861E+01 0.1711E+03   0.300352E+08     188.367000
-.1037E-13 -.9368E+02 0.1693E+03   0.300352E+08     188.421000
-.9989E-14 -.1674E+03 0.1631E+03   0.300352E+08     188.607000
-.9411E-14 0.3693E+02 0.1537E+03   0.300352E+08     188.889000
-.9292E-14 0.1197E+03 0.1518E+03   0.300352E+08     188.946000
-.9172E-14 0.7388E+02 0.1498E+03   0.300352E+08     189.006000
-.9144E-14 -.1326E+03 0.1492E+03   0.300352E+08     189.024000
